(-0.413842,5966.95)
(0.12638,3848.02)
(0.497463,4472.47)
(0.131193,3977.39)
(-0.240785,1950.32)
(0.233351,3145.74)
(-0.132469,2201.89)
(-0.00754236,1521.42)
(-0.249674,3145.74)
(0.376073,3185.7)
(-0.188112,5465.31)
(0.42288,5935.56)
(0.3307,2957.56)
(0.0229882,4912.12)
(0.41666,3119.07)
(-0.0114884,4684.29)
(-0.25407,2357.72)
(-0.0770305,927.72)
(-0.37742,4027.97)
(0.0703278,1029.53)
(0.469295,4833.43)
(0.111011,2203.51)
(0.25385,1597.11)
(0.260889,1995.49)
(-0.0205547,5109.64)
(-0.184898,1879.12)
(-0.32977,5936.16)
(0.264959,4452.05)
(-0.35715,2955.7)
(0.0850232,2726.25)
(-0.487839,4399.75)
(0.0775587,3370.02)
(0.400572,2461.64)
(0.0275915,3362.85)
(-0.109868,1632.55)
(-0.172882,2041.55)
(-0.389272,3614.41)
(0.163985,1320.63)
(0.484729,2334.39)
(-0.338019,2030)
(0.243396,6110.12)
(-0.221605,1806.95)
(0.066275,3902.43)
(-0.144005,1954.25)
(-0.300336,4696.04)
(0.33102,3828.05)
(-0.191942,3211.86)
(0.33358,5277.69)
(-0.150527,5407.89)
(0.405513,3032.73)
(0.401492,3512.54)
(0.0299558,4942.02)
(-0.0967396,592.523)
(-0.465918,1318.18)
(-0.058579,4862.46)
(-0.388718,3803.69)
(-0.472481,2956.72)
(0.339943,2072.32)
(0.260991,1716.38)
(0.22911,3738.83)
(-0.121803,4825.24)
(0.158812,1625.4)
(-0.349462,3542.65)
(0.0357035,1569.45)
(-0.454732,1425.35)
(-0.135451,422.644)
(-0.46012,3143.56)
(0.136918,3063.89)
(0.399609,2177.16)
(-0.0631157,2512.21)
(-0.0431034,305.525)
(0.245042,1755)
(-0.270657,2776.65)
(-0.00709605,3890.33)
(0.482302,5455.21)
(-0.16816,4127.77)
(0.285866,3021)
(0.496595,4556.47)
(0.0853109,3559.18)
(0.146053,2868.24)
(-0.198152,1309.8)
(-0.103686,2925.35)
(-0.177825,1335.04)
(-0.361317,3467.22)
(-0.44605,4125.78)
(0.266527,5771.55)
(0.0131337,764.138)
(0.157236,1980.3)
(0.0245435,3836.39)
(-0.258828,5316.76)
(0.354388,4057.38)
(-0.163433,3054.09)
(0.111545,832.664)
(-0.479089,4078.51)
(-0.00637355,1435.62)
(0.185887,2483.94)
(-0.454253,3575.46)
(-0.00162759,2354.49)
(0.217829,5400.19)
(-0.227758,4772.03)
(-0.0244568,3088.51)
(-0.414368,2806.95)
(-0.398391,2792.79)
(0.305015,1669.37)
(0.461007,1510.06)
(0.246263,4930.45)
(-0.145717,4623.97)
(0.212094,2088.97)
(0.453585,1045.12)
(-0.05306,3658.27)
(-0.213361,5469.78)
(0.411702,8515.56)
(-0.171927,5822.95)
(0.287015,5348.61)
(0.476947,3473.96)
(0.012208,4020)
(0.241078,3569.14)
(-0.0589311,6780.76)
(-0.398229,9311.39)
(0.0533021,7727.7)
(0.497475,9350.51)
(-0.0821735,4545.71)
(0.132678,2879.1)
(-0.49064,8984.58)
(0.0584191,5777.11)
(0.193483,5091.4)
(-0.275298,5346.91)
(0.0935322,5759.32)
(-0.283883,4511.6)
(-0.236332,4437.15)
(0.424562,5466.93)
(-0.396862,6847.29)
(0.228597,11803.2)
(0.131946,5986.52)
(-0.221283,14321.2)
(0.213358,14082.5)
(-0.313631,10963.5)
(-0.119792,9040.76)
(0.419763,10590.8)
(0.453552,7271.44)
(-0.0177868,11970.5)
(0.346178,10110.5)
(-0.161711,8117.4)
(-0.363203,3304.05)
(0.160494,10185.8)
(-0.36272,11969)
(0.0141459,3863.3)
(0.191506,11139.9)
(-0.296583,16035.5)
(-0.487673,5028.26)
(0.232058,20755.3)
(-0.218368,13770.9)
(-0.100412,3295.29)
(0.249409,8555.37)
(-0.329649,13674.5)
(0.190599,6811.11)
(0.203413,7558.23)
(-0.249592,5850.94)
(-0.129734,9739.18)
(0.432019,9121.08)
(-0.400073,5858.35)
(0.277851,5970.34)
(0.107736,6917.12)
(0.272759,6941.97)
(-0.15275,17878)
(0.139987,3999.21)
(-0.437474,17883.2)
(0.0843326,4090.33)
(0.0702607,8796.8)
(0.470255,24496.5)
(-0.0477887,30619.1)
(0.379445,29754.4)
(-0.130885,28661)
(0.316542,19898.7)
(-0.204212,31861.7)
(0.331876,34474.8)
(-0.196652,23719.7)
(0.164211,10188.1)
(0.460141,21502)
(-0.0257218,15089.4)
(0.0877496,12468.8)
(-0.341595,20358)
(0.433428,24385)
(0.0681665,52129.5)
(-0.368574,36182.1)
(-0.135081,17040.5)
(0.369,17771)
(-0.463671,28026)
(0.134187,46173)
(-0.235201,24225.9)
(0.141904,4547.63)
(-0.397956,17906.3)
(0.195462,14372.5)
(0.0814106,20491.8)
(-0.313494,40991.3)
(0.096548,15040.7)
(0.436038,48009.9)
(-0.0635473,33730.4)
(0.232736,29752.4)
(-0.332085,25864.4)
(0.0581396,27025.7)
(-0.353882,8290.23)
(-0.297205,13163.8)
(0.378545,3132.26)
(-0.307931,20895.8)
(0.336893,58474.9)
(-0.0801153,46817.4)
(0.168279,9442.33)
(0.47504,34010.9)
(-0.0758806,54695.1)
(0.322979,37002.4)
(-0.311022,55562.4)
(0.122353,37048.3)
(0.447288,28047.1)
(-0.327045,33946.8)
(0.159315,61140.5)
(-0.329147,14712.4)
(-0.336624,33205.1)
(0.118047,68481.9)
(-0.358417,42973.3)
(-0.306835,24919.5)
(0.00815729,52201.9)
(0.488213,152252)
(0.0603823,131956)
(-0.214386,45719.7)
(0.384201,82120.5)
(-0.176131,155598)
(0.323832,187259)
(-0.0614277,77255.1)
(-0.204484,182636)
(0.357563,220077)
(-0.329058,81504.4)
(0.0753952,244594)
(-0.371936,210252)
(0.329616,87480.3)
(0.0567374,121222)
(-0.222731,21294.4)
(-0.326626,133470)
(0.184196,78250)
(0.415007,118323)
(-0.0778387,129542)
(0.310818,47440.9)
(-0.417984,34412.7)
(-0.128026,60146.8)
(0.360559,82498.4)
(-0.0298667,68233.4)
(-0.322844,81154.9)
(0.324,65099.6)
(0.225955,19395.3)
(-0.0136042,42773)
(-0.254835,31596.6)
(0.482876,22528.9)
(0.457553,22983.6)
(0.133323,37052.6)
(-0.0621396,29697.3)
(-0.385068,51062.8)
(0.206209,53961.4)
(-0.156101,80325.2)
(0.463336,113849)
(0.0537643,79405.1)
(-0.343968,40393.7)
(0.286798,90992)
(-0.124372,121094)
(0.436427,28302.1)
(-0.49285,33375.1)
(-0.266783,74034.7)
(0.266736,130949)
(-0.300412,37425.1)
(-0.0167806,63345.3)
(0.184452,40718.5)
(-0.321643,93390.9)
(-0.0726038,22531.4)
(0.362692,97879.8)
(-0.129325,48048.8)
(0.222753,27179.8)
(0.0600768,30483.3)
(-0.261324,57879.5)
(0.441812,56906)
(0.0459077,70523.6)
(-0.488968,49045.1)
(-0.231956,58594.5)
(0.234416,109967)
(-0.268058,68752.2)
(-0.0220823,49056.9)
(0.496249,91690.9)
(0.0726,81961.8)
(-0.487628,55154.6)
(-0.0890633,113759)
(0.406555,122568)
(-0.266374,61754.9)
(0.111733,133332)
(-0.376182,102897)
(0.421325,26158.6)
(0.0341965,99733.6)
(-0.498346,104990)
(-0.0404791,62194.7)
(-0.0974526,35598.5)
(0.469087,89548.9)
(0.470187,13545.6)
(0.0994977,98376)
(0.00367758,38600.8)
(-0.33366,145309)
(0.0362499,72436.3)
(0.433546,173850)
(-0.0164954,36222.5)
(0.0732121,142769)
(-0.255632,55464.7)
(-0.385289,129669)
(0.0574164,69377.7)
(0.304309,95946.5)
(-0.423444,158693)
(0.0395365,323719)
(-0.393679,226225)
(0.394909,305077)
(-0.0523241,570504)
(0.389217,470064)
(-0.254242,503819)
(0.115269,492390)
(0.499897,759317)
(-0.00901627,664508)
(0.315762,158157)
(-0.337422,414265)
(0.26938,364496)
(-0.0577177,592281)
(-0.483519,773548)
(0.086867,269074)
(0.0973275,521891)
(-0.357453,655667)
(-0.103421,101528)
(0.269456,730232)
(-0.215531,639421)
(0.116625,351579)
(-0.406849,580994)
(0.222127,429057)
(-0.106741,304831)
(0.42979,173109)
(-0.107882,125148)
(-0.410587,105621)
(0.227951,123361)
(0.493238,75649.2)
(0.00248161,203212)
(-0.276833,128706)
(0.467995,261069)
(0.00863864,251145)
(0.431715,152291)
(-0.236782,116968)
(0.190391,184063)
(-0.287682,136434)
(0.111171,105101)
(-0.366776,182618)
(0.181567,184506)
(-0.272813,122049)
(-0.424887,60480.2)
(0.25232,190514)
(-0.186307,199546)
(0.330105,155293)
(-0.0923185,58751.1)
(-0.0927451,118094)
(0.43992,183135)
(-0.11535,212739)
(0.413127,157864)
(0.482359,88690.5)
(0.0509486,134211)
(0.237087,97617.5)
(-0.152819,116092)
(-0.26035,243449)
(0.30304,445764)
(-0.18727,385205)
(0.29871,145116)
(0.350786,46304.2)
(-0.351418,222337)
(0.18039,368318)
(-0.224609,60094.1)
(-0.19849,314352)
(0.328113,268518)
(-0.323788,146670)
(0.0780097,170974)
(-0.41208,152685)
(0.284231,92140.1)
(-0.0442496,58555.7)
(0.266006,93742.7)
(-0.113273,142527)
(-0.409866,42225)
(-0.363053,90082.1)
(0.182743,77968.1)
(-0.467785,192743)
(0.105766,305631)
(-0.297885,180812)
(-0.407889,28919.9)
(0.334706,96109.2)
(0.0203318,71921.3)
(-0.0946802,27756.7)
(-0.244897,122708)
(0.375303,158561)
(-0.087178,51060.5)
(0.10377,58947.2)
(-0.405957,64610.7)
(0.15303,31820.5)
(0.0855333,24635.8)
(-0.0796886,26989.8)
(-0.313918,68796.8)
(0.311386,55665.5)
(-0.178017,5607.47)
(0.0111095,13700)
(-0.477279,19647.5)
(0.160579,19371.4)
(0.0988267,15352.8)
(-0.240571,35998.5)
(0.275189,19267.9)
(-0.47355,13734.2)
(-0.0473806,16489.2)
(-0.139419,6939.23)
(0.452792,31578)
(-0.151716,24040.5)
(0.231213,47837.2)
(-0.287019,51827.3)
(0.249795,43566.1)
(-0.0396561,30818)
(-0.32288,20318.3)
(-0.322071,16328.3)
(0.252306,18232)
(-0.391185,17736.2)
(0.425175,5419.68)
(0.240749,31679.3)
(-0.0169161,27423.5)
(-0.292949,36476.7)
(0.208492,26837.1)
(-0.36101,18989.3)
(-0.170333,15778.3)
(0.37804,24523.8)
(0.245308,14294.8)
(-0.143922,31345.7)
(0.325926,25077.4)
(-0.387135,12597.5)
(0.00567034,35961)
(-0.442186,31164)
(0.258585,11025.4)
(-0.0851927,30589.6)
(0.456012,54081.8)
(0.0178878,44551.2)
(-0.31487,3621.36)
(-0.371863,29949.5)
(0.195263,30362.2)
(-0.183674,20756.2)
(0.473795,35079.3)
(0.0585869,49220.3)
(-0.380647,32826.8)
(0.16756,10066.2)
(-0.0900442,10684.4)
(-0.483193,9438.02)
(-0.411812,17222.1)
(0.177593,27295.8)
(-0.175217,6510.27)
(-0.42724,13599.2)
(0.0528523,34037.1)
(-0.43043,24112.9)
(-0.228287,23093)
(0.277001,36170.5)
(-0.243296,20281.3)
(0.272355,7555.87)
(0.0956694,8383.96)
(-0.360939,8256.09)
(0.326027,2700)
(0.117364,8336.8)
(-0.0672107,11415.6)
(-0.413073,26366.2)
(0.110125,20082)
(0.442444,7681.26)
(-0.330963,15109.1)
(0.115639,20964.4)
(-0.495358,13805.4)
(-0.215827,7886.61)
(0.112743,20196)
(-0.3919,11785.3)
(-0.218181,14488.6)
(0.338785,12691)
(0.231478,7752.71)
(-0.255542,15345.4)
(0.19218,12380.7)
(0.442112,9568.85)
(-0.11888,14605.4)
(0.311182,9805.76)
(-0.121338,5439.23)
(-0.329111,7760.75)
(0.267962,4853.38)
(0.104441,2591.04)
(-0.397144,7158.53)
(0.032051,5396.46)
(0.384458,7076.86)
(-0.0907816,992.802)
(0.0092457,4231.77)
(0.0433543,5001.12)
(-0.414401,7306.39)
(-0.18778,8530.37)
(0.26039,11009.5)
(-0.387631,11854)
(0.0164705,5262.69)
(0.258068,14093.5)
(-0.237888,9213.71)
(-0.0371023,6229.16)
(0.319416,5143.77)
(-0.27831,5849.97)
(-0.255826,4912.87)
(0.289915,8611.14)
(-0.414695,2662.66)
(-0.154234,3338.17)
(0.17208,5298.27)
(0.363109,5164)
(-0.198943,12391)
(0.198392,7240)
(0.418593,10797.3)
(-0.152887,17892.6)
(0.253119,11525)
(-0.434015,11809)
(-0.101757,9103.85)
(0.277156,12169.4)
(-0.372965,5068.77)
(-0.0765053,5077.46)
(0.143982,7027.2)
(-0.490709,4479.85)
(-0.180209,13439.4)
(0.311183,5394.25)
(0.482005,12053.7)
(-0.0704528,5687.72)
(0.217075,11174.7)
(0.0112972,1595.89)
(-0.204399,13207.6)
(0.233961,4952.96)
(0.484783,9982.44)
(-0.141981,6236.51)
(0.158059,11180.1)
(-0.396855,11744)
(-0.00839281,6119.53)
(0.355348,5895.04)
(0.0385056,3202.71)
(-0.253959,6332.83)
(0.461023,2245.13)
(0.282042,11385.1)
(-0.153749,12405)
(0.142815,3232.43)
(-0.415948,6447.16)
(-0.26759,6665.2)
(0.360536,16522.7)
(0.0482609,14405.8)
(-0.229442,5445.32)
(-0.254489,3759.12)
(-0.123773,5006.31)
(0.473259,19355.3)
(0.063714,17740.5)
(-0.186303,7051.05)
(-0.455178,12469.5)
(0.190319,3090.63)
(0.180016,10586.5)
(-0.150486,2449.61)
(-0.201612,17596.9)
(0.339744,19739.8)
(-0.178293,10805.4)
(0.498847,4531.92)
(0.194658,11370.2)
(-0.320188,9746.56)
(0.0985489,10145.7)
(-0.38528,8449.92)
(0.117511,9952.44)
(-0.31758,15017.3)
(0.249444,6803.35)
(0.358741,8146.61)
(-0.145867,8384.57)
(0.218902,6130.93)
(0.351152,4032.86)
(-0.0988595,13410.3)
(-0.376394,5572.38)
(-0.401245,8773.35)
(0.341945,15976)
(-0.143928,12202.5)
(0.230704,28797.4)
(-0.235878,29908.6)
(0.105174,10166.7)
(0.474856,13125.1)
(-0.31063,9872.13)
(0.0798454,14267.5)
