(5931.53,-4781.1)
(-7237.87,-18602.8)
(-4127.62,22533.7)
(7099.51,746.37)
(3093.1,-11392.8)
(-1710.22,-7038.72)
(-8113.78,18446.8)
(-10594.2,-12789)
(27644.1,13109.5)
(-10013.8,15729.3)
(9661.35,-52449.5)
(-7684.07,24426.5)
(-29888.2,16306.2)
(43149.4,-13942.6)
(-9677.57,-1661.27)
(-21966.2,-5822.9)
(3257.93,23751.7)
(21578.6,-20058.2)
(-6525.48,36959.7)
(3419.67,-59651.9)
(1129.52,22724.2)
(-27462.9,24376.5)
(32195.5,-33378.3)
(2608.58,1825.49)
(-66925.4,11712.5)
(61523.3,27067.7)
(-3894.68,-17147)
(23880,8590.97)
(-28057.6,-59936.6)
(-7646.53,35548.3)
(-17098.8,8764.86)
(8399.21,25868.5)
(58071,-46664.8)
(-73668,30782.3)
(23048.9,-20171.7)
(37792.7,25452.1)
(-52043.9,-24635.6)
(43828.2,5892.55)
(-39005.8,-24320.3)
(2969.78,60745.5)
(21422.4,-32070)
(27471.3,-22256.7)
(-72339.3,16530.8)
(32222.8,3105.19)
(12324,5115.06)
(-27689.6,22710.3)
(60362.4,-35546.2)
(-31027.2,-7635.74)
(-44764.5,-7433.06)
(48205.3,49738.5)
(-44336.8,-35805.1)
(75781.2,41744.9)
(-35888.6,-59212.7)
(-42138,-27594.8)
(17660.5,127824)
(18137.7,-87571.1)
(24110,38541.3)
(1119.83,-34711.5)
(-39592.1,-27042.6)
(13195.1,37630.5)
(-35092.2,-19595.3)
(31454.3,54684)
(-7147.82,-29503)
(39269.7,-9301.99)
(-40236.5,32865.5)
(16597.8,-54555.3)
(41406.7,38445.4)
(-61498.2,-39816.3)
(-12826.1,-11414.6)
(59154.2,35430.1)
(-148965,22025.3)
(146458,-9290.88)
(-25139.7,109541)
(126392,-138442)
(-162942,-124587)
(67863.6,193291)
(-165934,-122779)
(178485,74827.4)
(-146812,98403.1)
(130491,-117525)
(16110.8,131228)
(73950.6,-165238)
(-122321,-84378.8)
(-118218,91024.4)
(94539.3,124054)
(-15673.4,-58755.5)
(88945,22641.5)
(4729.43,-18519.2)
(-64429.1,-92406.5)
(35217.3,56662.8)
(-63784.6,12903.1)
(14209.9,-6480.37)
(72769.7,10265.5)
(-108654,10904)
(103250,-28885.7)
(-41075.7,31856.6)
(-7195.32,-48732.2)
(503.885,33387.3)
(-3032.67,6726.66)
(16371.4,-1098.71)
(11657.2,-15308)
(-23707,-7045.34)
(10622.4,-6183.23)
(-43179.2,21926.2)
(40009.4,4223.91)
(-4766.48,13159.1)
(11089,-13782.4)
(14324.8,-17421.2)
(-23687.1,-3352.75)
(-21583.8,2113.9)
(26347.5,18595.3)
(-16904.9,-4459.94)
(14095.3,3962.79)
(6787.73,-6046.99)
(-10953.1,-4257.1)
(353.37,817.468)
(-1307.4,6295.1)
(4534.11,-1119.62)
(3954.69,467.633)
(-2577.99,-10285)
(-3839.09,97.6847)
(-8133.24,8357.02)
(3858.25,247.738)
(7810.75,3541.81)
(-4707.52,1632.61)
(7577.45,-9609.44)
(-716.408,5157.46)
(-6651.91,-6320.13)
(4991.74,2159.54)
(-4629.79,-4024.45)
(-5004.23,5804.83)
(89.3845,1446.61)
(7353.86,5084.54)
(-459.252,-443.737)
(5331.45,-6223.48)
(-1357.8,-2329.69)
(-3671.71,38.0732)
(-5439.3,-3622.95)
(4219.45,7923.36)
(-4047.82,-311.185)
(4334.16,-2002.31)
(-1881.2,3560.46)
(3341.96,623.262)
(-370.737,-3775.26)
(2424.26,603.206)
(-1928.32,-1596.8)
(-2260.13,-2455.15)
(-676.694,1260.4)
(-690.955,5058.89)
(-678.643,-5548.14)
(2831.08,7233.19)
(-1738.62,-3439.34)
(3408.22,1723.81)
(1756.58,-1121.87)
(-809.186,-5931.13)
(-5673.27,2310.64)
(1706.52,3849.8)
(2736.55,-3612.53)
(-3513.39,2134.24)
(8.33064,-1036.81)
(722.23,1927.97)
(1365.14,3787.24)
(848.153,-5739.09)
(3849.74,1220.91)
(-6648.93,-1014.69)
(3169.47,-1309.57)
(1303.96,-354.911)
(-7592.11,1309.44)
(1958.77,-2827.89)
(1600.52,11690.2)
(40.153,-7867.11)
(4144.85,2663.75)
(-94.7756,755.69)
(2178.87,-6188.91)
(-2572.99,-3437.02)
(-6903.11,2057.94)
(-2218.22,5229.25)
(8475.26,1914.94)
(-5965.43,-915.945)
(8007.01,966.748)
(-2422.61,-662.944)
(2122.12,-5196.74)
(-1562.28,3447.92)
(-1761.9,-6546.25)
(-3325.42,5494.3)
(1954.75,675.514)
(-1007.01,-457.543)
(439.561,3571.78)
(4003,-2550.22)
(-2945.67,2325.97)
(4829.64,-3781.02)
(-940.85,-195.514)
(-5113.76,-3074.72)
(2697.26,2744.46)
(-4471.9,71.2829)
(2700.9,2919.73)
(112.857,-1947.05)
(328.481,3128.54)
(1482.22,-1628.3)
(1519.71,-72.0732)
(6.43795,-3145.73)
(-2267.76,2237.4)
(2072.04,-5057.3)
(-5252.26,2764.89)
(-1436.21,2585.43)
(4860.97,707.037)
(-2701.13,1559.65)
(4672.09,-337.836)
(-60.2792,-2356.95)
(821.164,-431.687)
(-2891.17,-2804.57)
(930.641,440.27)
(-4743.76,926.705)
(1688.88,1415.33)
(-38.6273,1596.64)
(-136.425,1990.82)
(5067.09,-658.073)
(747.392,-1724.1)
(-2852.24,-5206.03)
(-417.842,4432.4)
(-1842.96,-2310.77)
(2346.4,1388.12)
(-4386.91,-335.865)
(2977.72,1578.03)
(-1996.69,1439.75)
(3312.44,580.076)
(1258.76,-1039.58)
(950.969,-1806.54)
(-2774.38,-2316.62)
(679.494,1132.41)
(-2323.66,223.639)
(-1066.31,-1727.4)
(253.46,6104.86)
(320.671,-1778.27)
(3568.95,1578.49)
(1207.4,-1536.64)
(-1460.57,-4463.13)
(-1865.64,3342.66)
(1145.83,-3000.52)
(-2645.91,4566.52)
(3164.18,-4385.57)
(-2513.8,1696.55)
(-2860.93,2037.9)
(4854.74,924.694)
(486.395,-338.384)
(-1288.07,-280.124)
(4536.8,-1749.55)
(-2911.16,-2448.1)
(-2912.63,-508.703)
(-1109.78,1750.12)
(-118.441,1712.29)
(489.327,3706.67)
(3479.81,-3342.74)
(881.149,1365.84)
(-2072.61,-2873.1)
(1530.12,349.131)
(-1368.08,-399.963)
(278.6,-317.82)
(-3045.39,-779.468)
(1998.34,2322.52)
(-1758.21,1284.03)
(2317.24,-970.354)
(294.388,-81.7364)
(54.6672,1754.14)
(-359.372,-2753.29)
(3886.47,-173.396)
(-5421.51,605.383)
(2030.25,-3593.97)
(-675.042,2944.61)
(-4555.42,97.4828)
(3059.99,1817.75)
(1742.93,2277.94)
(419.183,-1240.91)
(2326.2,-1773.83)
(584.885,-1200.1)
(-2232.11,-2653.16)
(-3891.01,-1371.91)
(-598.239,5740.46)
(761.538,62.9862)
(1089.98,1653.35)
(3790.86,589.273)
(-294.764,-5308.58)
(-2474.46,3215.49)
(1580.47,-2613.35)
(636.395,536.965)
(-4043.36,-534.318)
(1434.47,-57.4759)
(973.779,2285.11)
(-3428.77,-1013.63)
(2354.37,-24.0777)
(1084.16,5290.24)
(664.716,-4725.51)
(3052.12,-472.735)
(-2410.36,-1438.44)
(-2242.7,-1664.32)
(-565.627,1570.62)
(-1464.97,366.275)
(115.76,4929.09)
(2817.58,-3666.38)
(492.835,2030)
(-1000.99,300.49)
(3456.84,-1197.15)
(1248.1,-5325.48)
(-7238.32,4485.7)
(2743.25,-5136.28)
(-1232.74,5204.61)
(-3437.58,501.428)
(4008.18,308.051)
(199.987,3563.53)
(6321.22,-2453.77)
(-7471.7,-5556.59)
(7298.36,2539.95)
(-9349.33,148.317)
(3953.16,-2244.11)
(1935.29,2131.64)
(-8969.05,-528.112)
(5392.28,2073.24)
(1770.24,4773.74)
(-846.319,-5279.51)
(4793.07,3193.15)
(-953.257,-4409.74)
(380.596,-4420.8)
(-4864.22,2495.34)
(-5459.16,-4133.15)
(1582.48,11696.7)
(4044.4,4413.76)
(2570.03,-14088.7)
(3213.66,13710.9)
(-4267.4,-10098.9)
(6598.53,-6180.19)
(-9273.19,5115.94)
(-6963.97,2092.11)
(11895.8,-1335.01)
(-5744.7,8319.9)
(4275.57,-6900.12)
(-2156.89,-2502.92)
(5431.13,8617.04)
(-7785.8,-9090.57)
(3848.05,342.923)
(4002.69,10396)
(-4626.65,-15353.5)
(-5013.19,-389.057)
(2334.82,20623.6)
(2718.94,-13499.8)
(2660.92,-1943.82)
(31.7726,8555.31)
(-6561.28,-11997.5)
(2483.48,6342.2)
(2180.97,7236.73)
(15.0022,-5850.92)
(6678.79,-7088.4)
(-8301.61,3778.55)
(-4741.09,-3441.27)
(-1039.45,5879.16)
(5391.92,4332.87)
(-989.323,6871.11)
(10257,-14643)
(2549.45,3081.23)
(-16520.9,-6846.27)
(3529.42,2067.37)
(7953.44,3758.53)
(-24069.9,4551.68)
(29249.1,-9056.32)
(-21618.8,20443.8)
(19503.4,-21001.7)
(-8079.26,18184.7)
(9040.42,-30552.2)
(-16963.3,30012.7)
(7802.68,-22399.6)
(5229.61,8743.53)
(-20831.2,5328.92)
(14892.7,-2428.06)
(10621.2,6531.6)
(-11080.1,-17078.6)
(-22282.7,9905.09)
(47420.7,21650.8)
(-24531,-26596.5)
(11262.5,-12788)
(-12083.4,13030.7)
(-27299.1,-6341.93)
(30711.4,34478.4)
(2249.44,-24121.2)
(2856.65,3538.43)
(-14350.2,-10710.2)
(4829.21,13536.9)
(17868.9,10030.8)
(-15923,-37772.3)
(12357,8574.69)
(-44184.8,18779.2)
(31077.2,-13112.8)
(3220.97,29577.6)
(-12756.1,-22500)
(25242.5,9654.43)
(-5034.99,-6586.11)
(-3847.31,-12589)
(-2263.63,2164.96)
(-7439.05,-19526.8)
(-30362.6,49974.3)
(41010.1,-22584.2)
(4638.06,8224.72)
(-33593.5,5312.01)
(48595.5,-25100.3)
(-16378.7,33180)
(-20785.3,-51528.2)
(26629.1,25757.8)
(-26522.8,9120.34)
(-15799,-30046.3)
(32982.7,51481.1)
(-7018.56,-12930.3)
(-17193.5,-28407.1)
(50492.7,46263)
(-27061.5,-33382.3)
(-8710.99,-23347.4)
(52133.3,2674.37)
(-151835,11265.6)
(122573,48871)
(10145.5,-44579.9)
(-61326,54615.9)
(69653.1,-139137)
(-83787.1,167468)
(71572,-29082.7)
(51522,-175218)
(-137670,171701)
(-38841.6,-71654)
(217658,111584)
(-145781,-151505)
(-41959,76760.9)
(113601,42305.2)
(3630.72,-20982.6)
(-61805.9,-118297)
(31439.4,71656.3)
(-101848,60226.3)
(114356,-60860.2)
(-17690.6,44019.1)
(-29943.7,-16959)
(41714,-43331.1)
(-52809.3,63381.1)
(67035.5,-12729.5)
(-35860.5,-72802)
(-29189.5,58188.7)
(2919.08,19174.4)
(42616.9,-3651.69)
(-959.739,-31582)
(-22398.7,2419.22)
(-22171,6057.35)
(24794.8,27533.9)
(27462.4,-11302.5)
(-38317.3,-33752)
(14660.7,51931.7)
(44688.6,-66746.2)
(-110841,25995.5)
(74917.3,26316.6)
(-22487.5,-33555.4)
(-20851.1,88570.8)
(85963.9,-85287.9)
(-26074.2,11006.7)
(-33341.4,-1498.9)
(-7792.46,-73623.5)
(-13744.8,130226)
(-11657.1,-35563.4)
(62993.6,-6666.47)
(16299.8,37313.7)
(-40634,-84087.7)
(20227.4,-9925.67)
(-63657.6,74351.7)
(33039.9,-34886.3)
(4630.42,26782.4)
(28337.2,11235.3)
(-4114.82,-57733)
(-53144.8,20344.8)
(67610.1,20061.4)
(-48927.3,-3396.95)
(6628.72,-58218.4)
(10750.8,109440)
(-7784.06,-68310.1)
(48585.5,-6784.7)
(-91665.4,2160.97)
(73581.3,36104.4)
(-54988,-4283.1)
(96407,-60388.8)
(-102042,67899.7)
(-6342.23,-61428.4)
(101802,86102.9)
(-73297.8,-72217)
(-23027.1,12410.7)
(97440.3,21264.5)
(-104985,-1091.15)
(60193.9,-15648.5)
(29131,-20460.6)
(-87865.1,17284)
(-13308.6,2522.54)
(79770,57572.5)
(38590.5,891.867)
(-72912.8,-125691)
(70565.5,16356.2)
(-158914,70498.7)
(36028.2,-3747.51)
(127928,63382.8)
(-1962.29,-55430)
(-97421.6,-85574.6)
(64911.8,24489.2)
(-32108.6,90414.4)
(-140685,-73424.3)
(313782,79592.1)
(-177595,-140134)
(-240951,187122)
(539949,-184200)
(-360712,301409)
(-13425.6,-503640)
(368796,326248)
(-759317,490.963)
(663442,-37624.8)
(-63505.9,144847)
(-216281,-353325)
(-44273.9,361797)
(553758,-210114)
(-769404,-79962.3)
(229981,139677)
(427310,299627)
(-409801,-511823)
(80836.5,-61428.2)
(-89043.9,724783)
(137403,-624483)
(261335,235184)
(-484291,-320961)
(74758.1,422494)
(238805,-189457)
(-156537,73912.8)
(97481.3,-78482.5)
(-89387,-56265.3)
(17035.9,122179)
(-75580.9,3213.09)
(203187,3168.43)
(-21596.9,-126882)
(-255809,52145.6)
(250775,13625)
(-138487,63353.2)
(9703.53,-116565)
(67337.2,171304)
(-32001.6,-132628)
(80486.5,67587.6)
(-122288,-135627)
(76911.5,167711)
(-17434.5,-120797)
(-53868.7,-27495.7)
(-2776.71,190494)
(77742.3,-183780)
(-74902.9,136035)
(49141.3,-32199.7)
(98604,-64988.4)
(-170241,67502.5)
(159268,-141038)
(-134925,81952.9)
(-88146.2,9810.51)
(127393,42233.6)
(7911.51,97296.4)
(66563.2,-95114.6)
(-15820.4,-242934)
(-145822,421238)
(147925,-355670)
(-43723.2,138373)
(-27401.6,37326.1)
(-132284,-178702)
(156005,333647)
(9546.48,-59331)
(99971.4,-298032)
(-126560,236821)
(-65589.7,-131187)
(150844,80487.5)
(-129974,-80120.4)
(-19665,90017.1)
(56307.1,-16071.2)
(-9411.7,93269)
(107927,-93089.3)
(-35632.6,-22655.4)
(-58741.3,-68295.3)
(31976.3,71109.4)
(-188808,-38748.2)
(240592,188483)
(-53583.9,-172690)
(-24210.2,-15818.5)
(-48770.8,82815.4)
(71335.2,9162.85)
(22988.3,-15555.4)
(3933.88,-122644)
(-112333,111906)
(43590.1,-26590.9)
(46855.3,35768)
(-53655.7,-35994.6)
(18210.2,26094.7)
(21162.9,12611.6)
(23676.7,-12956.1)
(-26892.5,-63322.9)
(-20941.7,51576.1)
(2450.56,-5043.66)
(13666.7,955.531)
(-19447.6,-2795.37)
(10320.1,16393.5)
(12486.9,8932.36)
(2131.39,-35935.4)
(-3036.76,19027.1)
(-13545,-2272)
(15763.9,-4836.66)
(4442.72,-5330.59)
(-30199,9229.83)
(13920.1,-19600.3)
(5633.62,47504.3)
(-11946.6,-50431.6)
(56.0939,43566.1)
(29866.3,-7599.61)
(-8982.34,-18225)
(-7143.95,-14682.6)
(-264.191,18230.1)
(-13749.8,-11203.4)
(-4831.67,2455.17)
(1840.33,31625.8)
(27268.7,-2909.28)
(-9724.44,-35156.6)
(6920.02,25929.5)
(-12196.9,-14554.4)
(7572.31,-13842.5)
(-17669,17006.5)
(421.322,14288.6)
(19379.3,-24637.3)
(-11514.7,22277.5)
(-9560.45,-8203.35)
(35938.1,1280.94)
(-29130.4,-11073.1)
(-594.436,11009.4)
(26310.9,-15603.2)
(-52029.3,14757.9)
(44270.1,4996.67)
(-1435.51,-3324.69)
(-20756,-21590.7)
(10237.5,28584.2)
(8401.74,-18979.7)
(-34604.9,5749.69)
(45922.9,17712.1)
(-24020.9,-22374)
(4984.08,8745.73)
(9019.59,-5727.52)
(-9385.44,-994.793)
(-14645.2,-9061.95)
(11994.2,24519.4)
(2947.69,-5804.72)
(-12202.6,-6002.79)
(32177.6,11096.5)
(-21845.6,-10207.8)
(3140.79,-22878.5)
(-6107.03,35651.3)
(854.022,-20263.3)
(-1057.82,7481.45)
(6914.33,4741.61)
(-5300.06,-6330.27)
(-1241.27,2397.76)
(6170.95,5605.5)
(10412.7,-4678.75)
(-22530.4,-13695.2)
(15463.4,12812.9)
(-7184.43,2717.67)
(-7358.88,-13195.9)
(15669.8,13927.1)
(-13799.5,-402.629)
(1680.39,-7705.51)
(15337.1,13139.7)
(-9169.75,-7403.31)
(2877.32,-14200)
(-6718.23,10767)
(900.223,7700.27)
(-534.255,-15336.1)
(4399.58,11572.6)
(-8942.85,3404.18)
(10717,-9922.86)
(-3677.37,9090.1)
(3933.6,-3756.6)
(-3700.72,-6821.58)
(-546.589,4822.5)
(2052.88,1580.87)
(-5714.95,-4310.9)
(5287.41,1079.42)
(-5292.47,4698.06)
(835.628,-536.08)
(4224.63,245.696)
(4816.71,1345.54)
(-6274.86,-3742.91)
(3250.56,-7886.76)
(-718.203,10986.1)
(-9020.16,-7691.09)
(5234.54,543.65)
(-714.156,14075.4)
(700.525,-9187.04)
(6060.66,-1439.03)
(-2173.01,4662.23)
(-1035.08,-5757.67)
(-179.79,-4909.58)
(-2137.03,8341.75)
(-2289.27,-1359.79)
(1889.59,-2751.88)
(2491.57,4675.87)
(-3368.74,3913.88)
(3907.25,-11758.9)
(2306.76,6862.69)
(-9415.39,5285.11)
(10252.7,-14663.8)
(-225.849,11522.8)
(-10808.5,-4756.87)
(7305.67,-5432.07)
(-2066.35,11992.7)
(-3538.05,-3629.69)
(4502.04,-2347.8)
(4342.43,5524.93)
(-4472.22,-261.372)
(5706.25,-12167.9)
(-2022.97,5000.55)
(-11976.8,1359.96)
(5139.49,-2436.34)
(2295.29,10936.4)
(1591.88,113.186)
(3732.68,-12669.1)
(498.305,4927.83)
(-9936.84,953.002)
(3915.19,-4854.41)
(6105.29,9365.92)
(-9362.87,-7089.35)
(6111.03,-322.555)
(-3623.28,4650.09)
(3109.43,767.319)
(-157.509,-6330.87)
(-2178.14,544.358)
(-2276.62,11155.1)
(7053.11,-10204.8)
(2016.06,2526.67)
(-5568.78,-3248.76)
(-735.166,-6624.53)
(-10574.8,12695.5)
(13748.5,4301.66)
(701.409,-5399.96)
(-106.004,-3757.62)
(3567.19,-3512.6)
(-19082.8,3236.83)
(16337.8,6913.82)
(2747.26,-6493.83)
(-11978.3,-3465.48)
(1131.98,2875.87)
(4506.53,9579.39)
(1433.79,-1986.16)
(5268,-16789.9)
(-10550.3,16683.8)
(4705.29,-9727.09)
(-4531.8,32.8404)
(3874.46,10689.7)
(-4160.3,-8814.05)
(8262.03,5888.38)
(-6348.19,-5576.88)
(7360.68,6698.62)
(-6186.75,-13683.7)
(23.747,6803.3)
(-5143.04,6317.94)
(5102.78,-6653.02)
(1190.33,6014.27)
(-2394.01,3245.4)
(10905.3,-7804.4)
(-3974.62,-3905.61)
(-7137.9,-5101.18)
(-8724.56,13383.3)
(7543.8,-9591.26)
(3482.94,28586)
(2650.25,-29790.9)
(8026.47,6240.07)
(-12961.7,2064.91)
(-3670.47,-9164.42)
